,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
225,236,140927.3404255319,121280.30674846626,21.0,1680.0,165578.17422096318,179619.6673306773,105958.33333333333,183108.3451143451,187128.32222222222,205816.31024096385,6,3,1971,1971,170250.50286368842,157512.12154696134,159891.22891566265,198827.07826086957,604.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,156864.84375,358.0,182623.3105590062,125.0,483.0,1,140173.59270516716,1,184637.5371819961,483.0,504.0,987.0,0,0,1,1,2,1,138563.32072072072,5,182083.1247582205,0,142411.0936936937,130702.21403508772,1971,140401.31453362256,1,264.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,0.0,0.0,0.0,0.0,0.0,8,2008,170718.5841995842,173010.02195389682,89500.0
226,237,183683.23741007195,187454.12826333713,65.0,8773.0,162774.52192362092,177298.7721893491,195407.38709677418,180875.02087682672,180903.52580645162,174205.26573426573,7,5,2004,2004,168495.4235560589,212695.64160401002,213439.568877551,199949.1036585366,98.0,226537.26809651474,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,205656.0559006211,233085.95,24.0,180764.27979274612,1390.0,1414.0,1,209531.73483535528,1,182982.32011892964,1414.0,0.0,1414.0,0,0,2,0,3,1,207176.38,6,179131.57375478928,0,141033.6074074074,199104.21984732823,2004,200308.2469512195,2,494.0,183788.4348697395,183837.3174129353,182345.1261083744,132.0,105.0,0.0,0.0,0.0,0.0,5,2010,169357.070030896,171699.16339869282,185500.0
227,238,231862.54337899544,187622.19817767653,69.64470391993328,9453.0,202487.78151260506,177413.43873517786,177815.425,180938.88888888888,181172.9493534483,201402.20234604104,7,7,1993,2003,169200.16933638445,157550.90607734807,160642.04761904763,154851.22652757078,0.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,163367.66666666666,146144.34513274336,402.0,181357.03958333333,594.0,996.0,1,208943.3315602837,1,182532.71540726203,1014.0,730.0,1744.0,0,0,2,1,3,1,206967.4105504587,7,180509.29332042593,0,141358.1062618596,198523.3097744361,1993,198149.3944099379,2,457.0,183698.4262948207,183826.90198019802,182820.0983284169,370.0,70.0,0.0,238.0,0.0,0.0,2,2010,168604.8875,170516.6917211329,194500.0
228,239,183683.23741007195,187454.12826333713,93.0,12030.0,162774.52192362092,177298.7721893491,311707.35,180875.02087682672,180903.52580645162,174205.26573426573,8,5,2007,2007,211707.6807511737,212695.64160401002,213439.568877551,199949.1036585366,254.0,316646.8181818182,180297.35699588477,220567.05432595575,323485.0120481928,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,1694.0,1694.0,1,209531.73483535528,1,182982.32011892964,1694.0,0.0,1694.0,0,0,2,0,3,1,207176.38,7,179131.57375478928,0,141033.6074074074,199104.21984732823,2007,233770.74903474902,3,818.0,183788.4348697395,183837.3174129353,182345.1261083744,168.0,228.0,0.0,0.0,0.0,0.0,12,2007,278882.606741573,275148.6956521739,318000.0
229,240,142312.52631578947,189218.55922551252,52.0,8741.0,165578.17422096318,179619.6673306773,128981.44927536232,183108.3451143451,183215.04731182795,141201.83870967742,6,4,1945,1950,170250.50286368842,213496.89108910892,214202.43654822334,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,116991.93548387097,164924.63710777627,149017.0,94.0,182623.3105590062,641.0,735.0,1,140173.59270516716,1,118544.8870967742,798.0,689.0,1487.0,0,0,1,1,3,1,138563.32072072072,7,182083.1247582205,1,232245.13553113554,130702.21403508772,1949,140401.31453362256,1,220.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,140.0,0.0,0.0,0.0,0.0,4,2010,170718.5841995842,173010.02195389682,113000.0
230,241,180351.13170731708,222359.38095238095,75.0,9000.0,163205.44937586685,176475.13129318855,233640.7931034483,180391.6176165803,181100.960554371,171701.8237410072,8,5,2008,2008,168847.41216216216,212316.2904040404,213058.82945736434,267018.8152173913,36.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,202287.48823529412,232667.3046357616,1078.0,180954.4012605042,488.0,1566.0,1,208879.11190053285,1,181595.61040235526,1566.0,0.0,1566.0,1,0,2,0,3,1,207212.8132118451,7,179233.31502890174,0,141214.7731568998,197813.3990895296,2008,199567.96996996997,2,750.0,182840.3976023976,182824.1293188549,181552.99216454456,144.0,168.0,0.0,0.0,0.0,0.0,4,2010,168001.2685185185,169846.30032292788,262500.0
231,242,96908.09615384616,121070.9540229885,40.0,3880.0,163205.44937586685,176475.13129318855,120932.51162790698,180391.6176165803,181100.960554371,171701.8237410072,5,9,1945,1997,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,142847.1985915493,159761.99074074073,145839.28274428274,138004.29960317462,179473.92152917504,163078.9304229195,155712.64534883722,329.0,180954.4012605042,357.0,686.0,1,154981.8115183246,1,181595.61040235526,866.0,0.0,866.0,0,0,1,0,2,1,207212.8132118451,4,179233.31502890174,0,141214.7731568998,102105.08474576271,0,102105.08474576271,0,0.0,102105.08474576271,102105.08474576271,181552.99216454456,58.0,42.0,0.0,0.0,0.0,0.0,8,2007,168001.2685185185,169846.30032292788,110500.0
232,243,140138.22222222222,123434.05454545455,63.0,5000.0,163446.12016574584,177413.43873517786,120913.04705882353,180547.00310237848,181172.9493534483,139073.05263157896,5,4,1900,1950,169200.16933638445,135916.70138888888,139473.60714285713,154851.22652757078,0.0,143700.55211267606,181010.90194075587,126847.02752293578,138746.25702811245,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,540.0,540.0,1,156052.79005524862,0,122924.76712328767,889.0,551.0,1440.0,0,0,1,0,3,1,139980.8272251309,6,180509.29332042593,0,141358.1062618596,198523.3097744361,1940,140283.6553911205,1,352.0,120223.2972972973,183826.90198019802,182820.0983284169,0.0,0.0,77.0,0.0,0.0,0.0,4,2006,168604.8875,170516.6917211329,79000.0
233,244,130703.02272727272,186581.87727272726,75.0,10762.0,163205.44937586685,176475.13129318855,183814.17777777778,180391.6176165803,177733.7375,207296.32424242425,6,6,1980,1980,168847.41216216216,169984.97435897434,163453.98058252427,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,198896.22826086957,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,626.0,626.0,1,137957.70347003156,1,181595.61040235526,626.0,591.0,1217.0,0,0,1,1,3,1,138572.7704347826,6,179233.31502890174,1,198566.82905982906,197813.3990895296,1980,199567.96996996997,1,288.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,28.0,0.0,0.0,0.0,0.0,4,2009,168001.2685185185,169846.30032292788,120000.0
234,245,235063.72368421053,186581.87727272726,69.64470391993328,8880.0,200618.48888888888,176475.13129318855,183814.17777777778,180391.6176165803,181100.960554371,207296.32424242425,7,5,1994,2002,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,232667.3046357616,695.0,180954.4012605042,253.0,948.0,1,208879.11190053285,1,181595.61040235526,1222.0,888.0,2110.0,1,0,2,1,3,1,207212.8132118451,8,179233.31502890174,2,162513.46153846153,197813.3990895296,1994,199567.96996996997,2,463.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,130.0,0.0,0.0,0.0,0.0,5,2010,168001.2685185185,169846.30032292788,205000.0
235,246,182418.6891566265,187622.19817767653,80.0,10400.0,163446.12016574584,177413.43873517786,182357.22222222222,180547.00310237848,181172.9493534483,175402.9982078853,7,5,1988,1988,169200.16933638445,135916.70138888888,139473.60714285713,196705.20833333334,102.0,143700.55211267606,181010.90194075587,147345.293877551,198171.35897435897,179594.289,204112.19298245615,231276.74683544305,929.0,181357.03958333333,916.0,1845.0,1,156052.79005524862,1,182532.71540726203,1872.0,0.0,1872.0,0,1,2,0,3,1,139980.8272251309,6,180509.29332042593,1,195229.21097046413,198523.3097744361,1988,236314.9534883721,2,604.0,183698.4262948207,183826.90198019802,182820.0983284169,197.0,39.0,0.0,0.0,0.0,0.0,6,2006,168604.8875,170516.6917211329,241500.0
236,247,120147.5,120896.30303030302,69.0,9142.0,164780.9323943662,176195.9910802775,118192.61904761905,180586.07395833332,118854.76190476191,198683.2117647059,6,8,1910,1950,168565.13856812933,109939.30769230769,120554.69230769231,154227.5994020927,0.0,142607.9657142857,93159.11111111111,122726.13636363637,113847.17857142857,178833.80857427718,163227.12113055182,164336.6226993865,0.0,180767.4566353187,1020.0,1020.0,1,153608.66666666666,0,104888.56521739131,908.0,1020.0,1928.0,0,0,2,0,4,2,105991.96875,9,179417.96038647342,0,141457.3271719039,130494.3890784983,1910,138961.6551724138,1,440.0,180670.0,143239.16666666666,181506.49709302327,0.0,60.0,112.0,0.0,0.0,0.0,4,2006,169911.19131334024,172175.2729257642,137000.0
237,248,182418.6891566265,187622.19817767653,75.0,11310.0,163446.12016574584,177413.43873517786,144327.76923076922,180547.00310237848,181172.9493534483,175402.9982078853,6,5,1954,1954,211098.0181818182,135916.70138888888,195021.05263157896,154851.22652757078,0.0,143700.55211267606,181010.90194075587,147345.293877551,138746.25702811245,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,1367.0,1367.0,1,208943.3315602837,1,182532.71540726203,1375.0,0.0,1375.0,0,0,1,0,2,1,139980.8272251309,5,180509.29332042593,1,195229.21097046413,198523.3097744361,1954,140283.6553911205,2,451.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,30.0,0.0,0.0,0.0,0.0,6,2006,168604.8875,170516.6917211329,140000.0
238,249,226907.44545454546,186487.34171428572,72.0,11317.0,164780.9323943662,176195.9910802775,200732.375,180586.07395833332,181350.13383297645,198683.2117647059,7,5,2003,2003,168565.13856812933,212808.1829573935,213207.11253196932,198588.55855855855,101.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,163227.12113055182,164336.6226993865,0.0,180767.4566353187,840.0,840.0,1,210189.34168157424,1,182855.23639960436,840.0,828.0,1668.0,0,0,2,1,3,1,208817.12362030905,8,179417.96038647342,0,141457.3271719039,199984.02095808383,2003,202389.72727272726,2,500.0,183517.74474474473,183679.7400793651,181506.49709302327,144.0,68.0,0.0,0.0,0.0,0.0,9,2007,169911.19131334024,172175.2729257642,180000.0
239,251,95983.35087719298,189218.55922551252,55.0,5350.0,202476.10875331564,179619.6673306773,128185.71428571429,183108.3451143451,183215.04731182795,176660.770609319,3,2,1940,1966,170250.50286368842,144508.08219178082,164472.55140186916,155194.31659056316,0.0,143121.05547445256,139500.0,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,728.0,728.0,1,214428.42477876105,1,184637.5371819961,1306.0,0.0,1306.0,0,0,1,0,3,1,101838.1,6,130927.08333333333,0,142411.0936936937,101134.74576271187,0,101134.74576271187,0,0.0,101134.74576271187,101134.74576271187,184424.91788856304,263.0,0.0,0.0,0.0,0.0,0.0,5,2010,170718.5841995842,173010.02195389682,76500.0
240,252,201416.234375,120896.30303030302,44.0,4750.0,197815.20218579235,234165.11764705883,217602.35135135136,180586.07395833332,178310.5,175577.40535714285,8,5,2006,2007,210409.76923076922,212808.1829573935,213207.11253196932,262743.0,481.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,248084.95555555556,231619.0253968254,1573.0,180767.4566353187,0.0,1573.0,1,210189.34168157424,1,182855.23639960436,1625.0,0.0,1625.0,1,1,2,0,2,1,208817.12362030905,5,179417.96038647342,1,220400.37412587414,199984.02095808383,2006,230367.66015625,2,538.0,183517.74474474473,183679.7400793651,181506.49709302327,123.0,0.0,0.0,0.0,153.0,0.0,12,2007,169911.19131334024,142096.20833333334,235000.0
241,253,231862.54337899544,187622.19817767653,65.0,8366.0,202487.78151260506,177413.43873517786,177815.425,180547.00310237848,181172.9493534483,201402.20234604104,6,5,2004,2004,169200.16933638445,210547.68274111676,211422.01302083334,154851.22652757078,0.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,798.0,798.0,1,208943.3315602837,1,182532.71540726203,798.0,842.0,1640.0,0,0,2,1,3,1,206967.4105504587,6,180509.29332042593,0,141358.1062618596,198523.3097744361,2004,198149.3944099379,2,520.0,183698.4262948207,183826.90198019802,182820.0983284169,138.0,45.0,0.0,0.0,0.0,0.0,12,2008,168604.8875,170516.6917211329,173000.0
242,254,169357.14285714287,187454.12826333713,85.0,9350.0,162774.52192362092,177298.7721893491,143620.25294117647,180875.02087682672,180903.52580645162,165207.31707317074,6,7,1964,1991,211707.6807511737,157910.87272727274,161375.2894736842,199949.1036585366,108.0,141400.48057553958,180297.35699588477,146631.36652542374,199793.56050955414,179980.99899699097,245353.4642857143,145172.54901960783,270.0,206825.0,452.0,1302.0,1,209531.73483535528,1,182982.32011892964,1302.0,0.0,1302.0,0,1,2,0,3,1,207176.38,7,145083.33333333334,0,141033.6074074074,199104.21984732823,1964,200308.2469512195,1,309.0,183788.4348697395,183837.3174129353,182345.1261083744,333.0,0.0,0.0,0.0,0.0,0.0,10,2007,148793.57894736843,171699.16339869282,158000.0
243,255,184542.8266033254,186487.34171428572,70.0,8400.0,164780.9323943662,176195.9910802775,144515.1546961326,180586.07395833332,181350.13383297645,175577.40535714285,5,6,1957,1957,168565.13856812933,148198.27108433735,148434.24223602485,154227.5994020927,0.0,142607.9657142857,158972.33333333334,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,147394.5090909091,922.0,180767.4566353187,392.0,1314.0,1,139245.04587155965,1,182855.23639960436,1314.0,0.0,1314.0,1,0,1,0,3,1,137829.42190305208,5,179417.96038647342,0,141457.3271719039,199984.02095808383,1957,202389.72727272726,1,294.0,183517.74474474473,183679.7400793651,181506.49709302327,250.0,0.0,0.0,0.0,0.0,0.0,6,2010,169911.19131334024,172175.2729257642,145000.0
244,256,231840.2894736842,189218.55922551252,66.0,8738.0,202476.10875331564,179619.6673306773,186005.5,183108.3451143451,183215.04731182795,205816.31024096385,7,5,1999,1999,170250.50286368842,213496.89108910892,214202.43654822334,198827.07826086957,302.0,226989.64116094986,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,975.0,975.0,1,214428.42477876105,1,184637.5371819961,1005.0,1286.0,2291.0,0,0,2,1,4,1,208470.45333333334,8,182083.1247582205,1,198659.1814159292,253289.82352941178,1999,234133.68864468863,2,429.0,185342.89207920793,185399.1850393701,184424.91788856304,192.0,0.0,0.0,0.0,0.0,0.0,2,2006,170718.5841995842,173010.02195389682,230000.0
245,257,231840.2894736842,211363.84905660377,64.0,8791.0,202476.10875331564,179619.6673306773,225205.51428571428,183108.3451143451,183215.04731182795,205816.31024096385,6,5,2003,2003,170250.50286368842,213496.89108910892,214202.43654822334,155194.31659056316,0.0,226989.64116094986,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,164924.63710777627,147238.2626262626,503.0,182623.3105590062,361.0,864.0,1,214428.42477876105,1,184637.5371819961,864.0,864.0,1728.0,0,0,2,1,3,1,208470.45333333334,7,182083.1247582205,0,142411.0936936937,200127.7132243685,2003,202065.29780564262,2,673.0,185342.89207920793,185399.1850393701,184424.91788856304,216.0,56.0,0.0,0.0,0.0,0.0,5,2008,170718.5841995842,173010.02195389682,207500.0
246,258,182418.6891566265,187622.19817767653,68.0,8814.0,163446.12016574584,177413.43873517786,198935.85714285713,180547.00310237848,181172.9493534483,175402.9982078853,7,5,2006,2006,169200.16933638445,210547.68274111676,211422.01302083334,271615.35789473687,180.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,163367.66666666666,231276.74683544305,1334.0,181357.03958333333,270.0,1604.0,1,208943.3315602837,1,182532.71540726203,1604.0,0.0,1604.0,1,0,2,1,3,1,206967.4105504587,8,180509.29332042593,1,223607.68881118883,198523.3097744361,2006,198149.3944099379,2,660.0,183698.4262948207,183826.90198019802,182820.0983284169,123.0,110.0,0.0,0.0,0.0,0.0,3,2009,168604.8875,136987.34722222222,220000.0
247,259,226907.44545454546,186487.34171428572,80.0,12435.0,164780.9323943662,176195.9910802775,200732.375,180586.07395833332,181350.13383297645,198683.2117647059,7,5,2001,2001,168565.13856812933,212808.1829573935,213207.11253196932,198588.55855855855,172.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,163227.12113055182,231619.0253968254,361.0,180767.4566353187,602.0,963.0,1,210189.34168157424,1,182855.23639960436,963.0,829.0,1792.0,0,0,2,1,3,1,208817.12362030905,7,179417.96038647342,1,199190.8354978355,199984.02095808383,2001,202389.72727272726,2,564.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,96.0,0.0,245.0,0.0,0.0,5,2008,169911.19131334024,172175.2729257642,231500.0
248,260,183683.23741007195,119668.72781065089,70.0,12702.0,162774.52192362092,177298.7721893491,118964.34523809524,180875.02087682672,180903.52580645162,174205.26573426573,5,5,1956,1956,168495.4235560589,192775.7142857143,206565.625,152810.35661218426,0.0,141400.48057553958,180297.35699588477,220567.05432595575,106859.17857142857,106859.17857142857,106859.17857142857,106859.17857142857,0.0,106859.17857142857,0.0,0.0,1,153712.65384615384,1,120121.48101265823,882.0,0.0,882.0,0,0,1,0,2,1,138250.20714285714,4,179131.57375478928,0,141033.6074074074,131046.31907894737,1956,138552.94396551725,1,308.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,45.0,0.0,0.0,0.0,0.0,12,2008,169357.070030896,171699.16339869282,97000.0
249,261,169357.14285714287,187454.12826333713,120.0,19296.0,162774.52192362092,177298.7721893491,143620.25294117647,117886.11111111111,180903.52580645162,165207.31707317074,6,5,1962,1962,168495.4235560589,138940.7142857143,139582.17532467534,199949.1036585366,399.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,245353.4642857143,145418.29090909092,672.0,206825.0,0.0,1362.0,1,137154.55732484077,1,182982.32011892964,1382.0,0.0,1382.0,1,0,1,0,3,1,138250.20714285714,6,179131.57375478928,1,198446.0720338983,199104.21984732823,1991,138552.94396551725,2,884.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,0.0,252.0,0.0,0.0,0.0,5,2009,169357.070030896,171699.16339869282,176000.0
250,262,232912.70967741936,187454.12826333713,69.0,9588.0,200355.61559139786,177298.7721893491,195407.38709677418,180875.02087682672,180903.52580645162,204254.3969230769,8,5,2007,2007,168495.4235560589,219506.21276595743,223984.93617021278,268206.48,270.0,226537.26809651474,180297.35699588477,220567.05432595575,323485.0120481928,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,1482.0,1482.0,1,209531.73483535528,1,182982.32011892964,1482.0,1092.0,2574.0,0,0,2,1,3,1,320767.11267605633,10,179131.57375478928,1,222446.65853658537,248155.1739130435,2007,233770.74903474902,3,868.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,148.0,0.0,0.0,0.0,0.0,11,2007,278882.606741573,275148.6956521739,276000.0
251,263,170877.31707317074,186581.87727272726,88.0,8471.0,200618.48888888888,176475.13129318855,136606.05454545454,180391.6176165803,181100.960554371,167222.7659574468,6,7,1977,1995,168847.41216216216,157514.8502994012,163453.98058252427,198128.0,46.0,142847.1985915493,179981.34489795918,145839.28274428274,198896.22826086957,208254.0625,202287.48823529412,155712.64534883722,506.0,180954.4012605042,0.0,506.0,1,137957.70347003156,1,181595.61040235526,1212.0,0.0,1212.0,1,0,1,0,3,1,138572.7704347826,6,179233.31502890174,1,198566.82905982906,197813.3990895296,1978,139109.56382978722,2,492.0,182840.3976023976,182824.1293188549,181552.99216454456,292.0,12.0,0.0,0.0,0.0,0.0,7,2006,168001.2685185185,169846.30032292788,151000.0
252,264,141757.40384615384,120896.30303030302,50.0,5500.0,164780.9323943662,176195.9910802775,118192.61904761905,180586.07395833332,181350.13383297645,141204.23423423423,5,7,1929,2001,168565.13856812933,141354.87096774194,144402.6821192053,154227.5994020927,0.0,142607.9657142857,180408.88663967612,125753.45217391304,138407.84879032258,178833.80857427718,163227.12113055182,149171.9298245614,234.0,225450.0,0.0,926.0,1,139245.04587155965,1,182855.23639960436,926.0,0.0,1316.0,1,0,1,0,3,1,137829.42190305208,6,179417.96038647342,0,141457.3271719039,130494.3890784983,1974,138961.6551724138,2,484.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,0.0,0.0,0.0,0.0,0.0,4,2010,169911.19131334024,172175.2729257642,130000.0
253,265,98118.66101694915,119668.72781065089,30.0,5232.0,214858.15151515152,137845.24444444446,118964.34523809524,117886.11111111111,180903.52580645162,174205.26573426573,5,5,1925,2004,168495.4235560589,138940.7142857143,139582.17532467534,152810.35661218426,0.0,141400.48057553958,180297.35699588477,124975.53389830509,115411.06896551725,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,680.0,680.0,1,153712.65384615384,0,107726.54166666667,764.0,0.0,764.0,0,0,1,0,2,1,138250.20714285714,4,179131.57375478928,0,141033.6074074074,131046.31907894737,1965,138552.94396551725,2,504.0,183788.4348697395,183837.3174129353,115744.4109589041,0.0,0.0,0.0,0.0,0.0,0.0,6,2008,169357.070030896,171699.16339869282,73000.0
254,266,180351.13170731708,186581.87727272726,78.0,12090.0,200618.48888888888,176475.13129318855,190377.01923076922,180391.6176165803,181100.960554371,171701.8237410072,6,6,1981,1981,168847.41216216216,147940.4121212121,148001.05,198128.0,210.0,142847.1985915493,159761.99074074073,145839.28274428274,198896.22826086957,179473.92152917504,163078.9304229195,232667.3046357616,588.0,157650.0,606.0,1422.0,1,137957.70347003156,1,181595.61040235526,1422.0,0.0,1422.0,0,0,2,0,3,1,207212.8132118451,7,179233.31502890174,1,198566.82905982906,197813.3990895296,1981,233710.336,2,576.0,182840.3976023976,182824.1293188549,181552.99216454456,276.0,0.0,0.0,0.0,0.0,0.0,6,2008,168001.2685185185,169846.30032292788,175500.0
255,267,226907.44545454546,186487.34171428572,70.0,11207.0,197815.20218579235,234165.11764705883,194068.7,180586.07395833332,181350.13383297645,198683.2117647059,6,5,1997,1997,168565.13856812933,212808.1829573935,213207.11253196932,154227.5994020927,0.0,142607.9657142857,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,202039.33333333334,231619.0253968254,714.0,180767.4566353187,88.0,802.0,1,153608.66666666666,1,182855.23639960436,802.0,709.0,1511.0,1,0,2,1,3,1,137829.42190305208,8,179417.96038647342,1,199190.8354978355,199984.02095808383,1997,230367.66015625,2,413.0,183517.74474474473,183679.7400793651,181506.49709302327,95.0,75.0,0.0,0.0,0.0,0.0,6,2006,169911.19131334024,172175.2729257642,185000.0
256,268,120440.0,187622.19817767653,60.0,8400.0,163446.12016574584,142096.2142857143,133014.94736842104,180547.00310237848,181172.9493534483,142783.33333333334,5,8,1939,1997,169200.16933638445,135916.70138888888,139473.60714285713,154851.22652757078,0.0,143700.55211267606,181010.90194075587,221534.43326488708,138746.25702811245,179594.289,163367.66666666666,143095.5357142857,378.0,181357.03958333333,342.0,720.0,1,208943.3315602837,1,182532.71540726203,1052.0,720.0,2192.0,0,0,2,1,4,1,206967.4105504587,8,180509.29332042593,1,223607.68881118883,131376.54362416107,1939,140283.6553911205,1,240.0,183698.4262948207,183826.90198019802,182820.0983284169,262.0,24.0,0.0,0.0,0.0,0.0,7,2008,168604.8875,170516.6917211329,179500.0
257,269,97287.08333333333,123434.05454545455,71.0,6900.0,163446.12016574584,177413.43873517786,101273.33333333333,180547.00310237848,181172.9493534483,175402.9982078853,5,6,1940,1955,169200.16933638445,210547.68274111676,211422.01302083334,154851.22652757078,0.0,143700.55211267606,181010.90194075587,147345.293877551,138746.25702811245,179594.289,163367.66666666666,155933.1005586592,403.0,155817.68292682926,212.0,740.0,1,208943.3315602837,1,182532.71540726203,778.0,0.0,778.0,0,0,1,0,2,1,139980.8272251309,4,180509.29332042593,1,223607.68881118883,131376.54362416107,1966,236314.9534883721,1,924.0,187170.83333333334,154882.3076923077,182820.0983284169,0.0,25.0,0.0,0.0,0.0,0.0,2,2008,168604.8875,170516.6917211329,120500.0
258,270,184542.8266033254,186487.34171428572,69.64470391993328,7917.0,197815.20218579235,176195.9910802775,127395.1282051282,180586.07395833332,181350.13383297645,175577.40535714285,6,7,1976,1976,210409.76923076922,158253.41379310345,162571.525,198588.55855855855,174.0,142607.9657142857,158972.33333333334,147645.2036659878,138407.84879032258,221427.26086956522,163227.12113055182,147267.2314814815,751.0,180767.4566353187,392.0,1143.0,1,139245.04587155965,1,182855.23639960436,1113.0,0.0,1113.0,1,0,1,1,3,1,137829.42190305208,6,179417.96038647342,1,169425.0,199984.02095808383,1987,202389.72727272726,1,504.0,183517.74474474473,143239.16666666666,181506.49709302327,370.0,30.0,0.0,0.0,0.0,0.0,5,2007,169911.19131334024,172175.2729257642,148000.0
259,271,232912.70967741936,209593.72727272726,84.0,10728.0,162774.52192362092,177298.7721893491,224274.49180327868,180875.02087682672,180903.52580645162,204254.3969230769,8,5,2006,2006,168495.4235560589,212695.64160401002,213439.568877551,152810.35661218426,0.0,226537.26809651474,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,182366.8924731183,168124.03746397694,0.0,180764.27979274612,1095.0,1095.0,1,153712.65384615384,1,182982.32011892964,1095.0,844.0,1939.0,0,0,2,1,3,1,207176.38,8,179131.57375478928,1,222446.65853658537,199104.21984732823,2006,200308.2469512195,3,1053.0,183788.4348697395,183837.3174129353,182345.1261083744,192.0,51.0,0.0,0.0,0.0,0.0,8,2006,278882.606741573,275148.6956521739,266000.0
260,272,182418.6891566265,187622.19817767653,73.0,39104.0,202487.78151260506,174810.52631578947,192655.46666666667,180547.00310237848,181172.9493534483,175402.9982078853,7,7,1954,2005,158698.0,169366.13414634147,163764.19811320756,154851.22652757078,0.0,143700.55211267606,181010.90194075587,147345.293877551,198171.35897435897,179594.289,247300.2857142857,143095.5357142857,226.0,180425.0,96.0,1385.0,1,208943.3315602837,1,182532.71540726203,1363.0,0.0,1363.0,1,0,1,0,2,1,139980.8272251309,5,130775.0,2,195229.21097046413,198523.3097744361,1954,140283.6553911205,2,439.0,183698.4262948207,183826.90198019802,182820.0983284169,81.0,0.0,0.0,0.0,0.0,0.0,4,2008,168604.8875,170516.6917211329,241500.0
