,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Neighborhood,Condition1,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating_GasA,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,SaleType,SaleCondition,SalePrice,HouseAge,RemodelAge,GarageAge,OutdoorArea,TotalArea,TotalBathrooms,OverallScore,ExteriorScore,KitchenScore,LotFrontageRatio,BedroomRatio,HasGarage,HasFireplace,GarageScore,TotalPorchArea,DecadeBuilt
385,231840.2894736842,189218.55922551252,69.64470391993328,10364.0,202476.10875331564,179619.6673306773,186005.5,183108.3451143451,183215.04731182795,205816.31024096385,5,1995,1996,170250.50286368842,152564.15789473685,153377.8719512195,155194.31659056316,0.0,143121.05547445256,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,806.0,806.0,1,151179.75555555554,1,184637.5371819961,806.0,766.0,1572.0,0,0,2,1,3,1,138563.32072072072,7,182083.1247582205,1,198659.1814159292,253289.82352941178,1995,234133.68864468863,2,373.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,40.0,0.0,170718.5841995842,173010.02195389682,168000.0,12,11,12,40.0,2791.0,2.5,30,26130075465.97742,138563.32072072072,0.0067198672250032105,0.42857142857142855,1.0,1.0,69132898.74554455,40.0,220543.02521008404
386,184542.8266033254,186487.34171428572,69.64470391993328,9991.0,197815.20218579235,176195.9910802775,135285.7962962963,141330.2711864407,181350.13383297645,175577.40535714285,4,1976,1993,168565.13856812933,170008.30263157896,162673.81,154227.5994020927,0.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,147267.2314814815,1116.0,180767.4566353187,165.0,1281.0,1,210189.34168157424,1,182855.23639960436,1620.0,0.0,1620.0,1,0,2,0,3,1,137829.42190305208,8,147736.95652173914,1,199190.8354978355,199984.02095808383,1993,138961.6551724138,2,490.0,183517.74474474473,183679.7400793651,181506.49709302327,120.0,78.0,0.0,169911.19131334024,172175.2729257642,150000.0,33,16,16,198.0,3589.0,3.0,16,25727744320.463387,137829.42190305208,0.006970744061648812,0.375,1.0,1.0,89923694.92492492,78.0,149392.88732394367
387,140692.80672268907,187454.12826333713,51.0,10480.0,162774.52192362092,177298.7721893491,140942.1052631579,180875.02087682672,180903.52580645162,140094.0,5,1936,1950,168495.4235560589,149189.93922651935,149324.17514124294,152810.35661218426,0.0,141400.48057553958,180297.35699588477,124975.53389830509,138549.28942115768,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,1064.0,1064.0,1,209531.73483535528,1,120121.48101265823,1166.0,0.0,1639.0,0,0,1,0,3,1,138250.20714285714,6,133972.72727272726,0,141033.6074074074,131046.31907894737,1936,138552.94396551725,1,240.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,0.0,0.0,169357.070030896,171699.16339869282,115000.0,72,58,72,0.0,2943.0,1.0,30,25494132925.717728,138250.20714285714,0.004866412213740458,0.5,1.0,0.0,44109224.368737474,0.0,141893.6590909091
388,165716.84782608695,186581.87727272726,63.0,15576.0,163205.44937586685,176475.13129318855,207246.15384615384,180391.6176165803,181100.960554371,207296.32424242425,7,1915,1976,168847.41216216216,146825.77160493826,163453.98058252427,153548.4009009009,0.0,142847.1985915493,179981.34489795918,128520.08620689655,198896.22826086957,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,840.0,840.0,1,208879.11190053285,1,181595.61040235526,840.0,840.0,1680.0,0,0,2,0,4,1,138572.7704347826,8,179233.31502890174,0,141214.7731568998,197813.3990895296,1960,139109.56382978722,1,308.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,160.0,168001.2685185185,169846.30032292788,177000.0,93,32,48,0.0,2828.0,2.0,42,25709830917.412903,138572.7704347826,0.004044684129429892,0.5,1.0,0.0,56314842.461538464,160.0,129290.11627906977
389,231840.2894736842,189218.55922551252,109.0,14154.0,165578.17422096318,179619.6673306773,327862.5172413793,183108.3451143451,183215.04731182795,205816.31024096385,5,2006,2006,170250.50286368842,213496.89108910892,214202.43654822334,198827.07826086957,350.0,226989.64116094986,182573.24458204335,222195.38356164383,323047.0625,216119.4081632653,164924.63710777627,168417.003058104,0.0,182623.3105590062,1063.0,1063.0,1,214428.42477876105,1,184637.5371819961,1071.0,1101.0,2172.0,0,0,2,1,3,1,208470.45333333334,9,182083.1247582205,1,232245.13553113554,200127.7132243685,2006,202065.29780564262,3,947.0,185342.89207920793,185399.1850393701,184424.91788856304,192.0,62.0,0.0,280637.8191489362,280637.8191489362,280000.0,1,1,1,254.0,4436.0,2.5,35,41442235273.26836,208470.45333333334,0.0077010032499646745,0.3333333333333333,1.0,1.0,175519718.79900992,62.0,241180.76923076922
390,231862.54337899544,206524.6595744681,85.0,10800.0,163446.12016574584,177413.43873517786,221345.046875,180547.00310237848,181172.9493534483,201402.20234604104,5,2007,2008,169200.16933638445,210547.68274111676,211422.01302083334,271615.35789473687,100.0,227440.1151685393,181010.90194075587,221534.43326488708,320828.5824175824,179594.289,163367.66666666666,231276.74683544305,789.0,181357.03958333333,245.0,1034.0,1,208943.3315602837,1,182532.71540726203,1050.0,1028.0,2078.0,1,0,2,1,3,1,320788.2972972973,8,180509.29332042593,1,223607.68881118883,198523.3097744361,2008,236314.9534883721,3,836.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,102.0,0.0,280473.0,276882.3711340206,339750.0,1,0,0,102.0,4050.0,3.5,40,41169140384.16669,320788.2972972973,0.00787037037037037,0.375,1.0,1.0,153571884.3824701,102.0,242226.0606060606
391,182418.6891566265,187622.19817767653,68.0,9571.0,163446.12016574584,177413.43873517786,129388.57142857143,180547.00310237848,181172.9493534483,175402.9982078853,3,1958,1958,169200.16933638445,168500.0,165625.0,154851.22652757078,0.0,143700.55211267606,108943.2,147345.293877551,138746.25702811245,115210.60606060606,163367.66666666666,168186.92523364487,0.0,181357.03958333333,1276.0,1276.0,1,141175.93617021278,1,122924.76712328767,1276.0,0.0,1276.0,0,0,1,0,3,1,139980.8272251309,5,130775.0,0,141358.1062618596,198523.3097744361,1958,140283.6553911205,1,350.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,0.0,0.0,140074.2857142857,136987.34722222222,60000.0,51,51,51,0.0,2902.0,1.0,15,15655197988.92169,139980.8272251309,0.007104795737122558,0.6,1.0,0.0,64294449.20318725,0.0,140578.93798449612
392,120192.85714285714,187454.12826333713,100.0,34650.0,162774.52192362092,137845.24444444446,196263.41791044775,180875.02087682672,120192.85714285714,174205.26573426573,5,1955,1955,211707.6807511737,138940.7142857143,139582.17532467534,152810.35661218426,0.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,182366.8924731183,145418.29090909092,1056.0,180764.27979274612,0.0,1056.0,1,137154.55732484077,0,182982.32011892964,1056.0,0.0,1056.0,1,0,1,0,3,1,138250.20714285714,5,179131.57375478928,0,141033.6074074074,199104.21984732823,1955,233770.74903474902,2,572.0,183788.4348697395,183837.3174129353,182345.1261083744,264.0,0.0,0.0,169357.070030896,171699.16339869282,145000.0,51,51,51,264.0,2948.0,2.0,25,25494132925.717728,138250.20714285714,0.002886002886002886,0.6,1.0,0.0,105126984.74549098,0.0,137711.3023255814
393,180351.13170731708,222359.38095238095,69.64470391993328,4403.0,206310.5806451613,176475.13129318855,233640.7931034483,180391.6176165803,181100.960554371,171701.8237410072,5,2009,2009,168847.41216216216,147940.4121212121,148001.05,267018.8152173913,432.0,311128.0714285714,179981.34489795918,220832.42126789366,320505.28089887643,179473.92152917504,202287.48823529412,232667.3046357616,578.0,180954.4012605042,892.0,1470.0,1,208879.11190053285,1,181595.61040235526,1478.0,0.0,1478.0,1,0,2,1,2,1,207212.8132118451,7,179233.31502890174,1,219026.43402777778,197813.3990895296,2009,233710.336,2,484.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,144.0,0.0,279344.40449438203,275595.4347826087,222000.0,1,1,1,144.0,3576.0,3.5,35,55997248731.22259,207212.8132118451,0.015817557101960773,0.2857142857142857,1.0,1.0,88494752.43956044,144.0,242507.362369338
394,95983.35087719298,121280.30674846626,56.0,8960.0,165578.17422096318,179619.6673306773,116530.0,120546.875,183215.04731182795,176660.770609319,6,1927,1950,170250.50286368842,135064.5,140520.0,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,1008.0,1008.0,1,151179.75555555554,1,118544.8870967742,1028.0,0.0,1028.0,0,0,1,0,2,1,138563.32072072072,5,182083.1247582205,1,232245.13553113554,130702.21403508772,1927,140401.31453362256,2,360.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,0.0,130.0,170718.5841995842,173010.02195389682,115000.0,83,60,83,0.0,2396.0,1.0,30,26130075465.97742,138563.32072072072,0.00625,0.4,1.0,1.0,66723441.14851485,130.0,120407.16216216216
395,235063.72368421053,186581.87727272726,59.0,11228.0,206310.5806451613,176475.13129318855,183814.17777777778,180391.6176165803,181100.960554371,207296.32424242425,5,1993,1993,168847.41216216216,212316.2904040404,213058.82945736434,153548.4009009009,0.0,227223.675,179981.34489795918,220832.42126789366,198896.22826086957,179473.92152917504,163078.9304229195,148337.05217391305,50.0,163977.27272727274,499.0,1080.0,1,208879.11190053285,1,181595.61040235526,1080.0,1017.0,2097.0,0,1,2,1,3,1,207212.8132118451,9,179233.31502890174,1,198566.82905982906,197813.3990895296,1993,139109.56382978722,3,678.0,182840.3976023976,182824.1293188549,181552.99216454456,196.0,187.0,0.0,168001.2685185185,169846.30032292788,228000.0,15,15,15,383.0,4238.0,3.0,35,40896022619.156784,207212.8132118451,0.005254720342002138,0.3333333333333333,1.0,1.0,123965789.57442558,187.0,214821.30081300813
396,184542.8266033254,186487.34171428572,73.0,8899.0,197815.20218579235,176195.9910802775,194068.7,180586.07395833332,181350.13383297645,175577.40535714285,5,2007,2007,168565.13856812933,212808.1829573935,213207.11253196932,154227.5994020927,0.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,202039.33333333334,231619.0253968254,24.0,180767.4566353187,1316.0,1340.0,1,210189.34168157424,1,182855.23639960436,1340.0,0.0,1340.0,0,0,2,0,3,1,208817.12362030905,6,179417.96038647342,0,141457.3271719039,199984.02095808383,2007,230367.66015625,2,396.0,183517.74474474473,183679.7400793651,181506.49709302327,100.0,30.0,0.0,267030.43333333335,263719.0,181134.0,0,0,0,130.0,3206.0,2.0,35,41009752448.91211,208817.12362030905,0.008203168895381504,0.5,1.0,0.0,72673026.91891891,30.0,239912.19601328904
397,231862.54337899544,187622.19817767653,74.0,7844.0,163446.12016574584,177413.43873517786,138262.72727272726,180547.00310237848,181172.9493534483,201402.20234604104,7,1978,1978,211098.0181818182,157550.90607734807,160642.04761904763,196705.20833333334,203.0,143700.55211267606,181010.90194075587,147345.293877551,138746.25702811245,179594.289,163367.66666666666,155933.1005586592,209.0,181357.03958333333,463.0,672.0,1,141175.93617021278,1,182532.71540726203,672.0,728.0,1400.0,0,0,1,1,3,1,139980.8272251309,6,180509.29332042593,1,195229.21097046413,198523.3097744361,1978,236314.9534883721,2,440.0,183698.4262948207,183826.90198019802,182820.0983284169,0.0,0.0,0.0,168604.8875,170516.6917211329,149500.0,28,28,28,0.0,2512.0,1.5,42,26011366547.300083,139980.8272251309,0.009433962264150943,0.5,1.0,1.0,80827307.5697211,0.0,150193.06493506493
398,166373.59523809524,189218.55922551252,86.0,22420.0,202476.10875331564,179619.6673306773,209053.425,135325.64516129033,183215.04731182795,205816.31024096385,6,1918,1950,216283.6037735849,144508.08219178082,137234.47368421053,155194.31659056316,0.0,143121.05547445256,182573.24458204335,122535.01960784313,200477.1480686695,181456.6616766467,164924.63710777627,144215.14159292035,1128.0,182623.3105590062,242.0,1370.0,0,140173.59270516716,0,118544.8870967742,1370.0,1254.0,2624.0,1,0,2,1,4,1,138563.32072072072,10,182083.1247582205,1,232245.13553113554,130702.21403508772,1918,140401.31453362256,3,864.0,185342.89207920793,185399.1850393701,110849.10769230769,0.0,0.0,0.0,170718.5841995842,173010.02195389682,239000.0,89,57,89,0.0,4858.0,3.5,36,26130075465.97742,138563.32072072072,0.0038358608385370206,0.4,1.0,1.0,160136258.75643566,0.0,125439.32558139534
399,141757.40384615384,186487.34171428572,60.0,8160.0,164780.9323943662,176195.9910802775,127395.1282051282,180586.07395833332,181350.13383297645,141204.23423423423,6,1940,1950,168565.13856812933,148198.27108433735,148434.24223602485,154227.5994020927,0.0,142607.9657142857,180408.88663967612,125753.45217391304,138407.84879032258,178833.80857427718,163227.12113055182,157848.95833333334,312.0,180767.4566353187,444.0,756.0,1,127231.375,0,104888.56521739131,756.0,378.0,1134.0,1,0,1,1,3,1,137829.42190305208,7,179417.96038647342,0,141457.3271719039,130494.3890784983,1940,138961.6551724138,1,240.0,183517.74474474473,183679.7400793651,123673.91304347826,0.0,0.0,0.0,169911.19131334024,142096.20833333334,126000.0,67,57,67,0.0,2130.0,2.5,30,25727744320.463387,137829.42190305208,0.007352941176470588,0.42857142857142855,1.0,0.0,44044258.73873874,0.0,127848.41071428571
400,183683.23741007195,187454.12826333713,65.0,8450.0,162774.52192362092,177298.7721893491,143620.25294117647,180875.02087682672,180903.52580645162,174205.26573426573,6,1968,1968,168495.4235560589,212695.64160401002,213439.568877551,152810.35661218426,0.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,164921.8512064343,148034.78260869565,775.0,180764.27979274612,281.0,1056.0,1,209531.73483535528,1,182982.32011892964,1056.0,0.0,1056.0,1,0,1,0,3,1,138250.20714285714,6,179131.57375478928,1,160454.34782608695,199104.21984732823,1968,138552.94396551725,1,304.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,85.0,184.0,169357.070030896,171699.16339869282,142000.0,42,42,42,85.0,2501.0,2.0,30,25494132925.717728,138250.20714285714,0.007692307692307693,0.5,1.0,1.0,55871684.20040081,269.0,150420.1796875
401,186861.64938271604,189218.55922551252,69.64470391993328,16635.0,202476.10875331564,179619.6673306773,187753.59649122806,183108.3451143451,183215.04731182795,176660.770609319,7,1977,2000,170250.50286368842,234487.18604651163,239382.53488372092,273237.41414141416,126.0,226989.64116094986,182573.24458204335,147910.58860759492,200477.1480686695,181456.6616766467,164924.63710777627,156864.84375,1246.0,182623.3105590062,356.0,1602.0,1,151179.75555555554,1,184637.5371819961,1602.0,0.0,1602.0,0,1,2,0,3,1,208470.45333333334,8,182083.1247582205,1,198659.1814159292,200127.7132243685,1977,234133.68864468863,2,529.0,185342.89207920793,185399.1850393701,184424.91788856304,240.0,0.0,0.0,170718.5841995842,173010.02195389682,215000.0,32,9,32,240.0,3973.0,2.5,42,41442235273.26836,208470.45333333334,0.00418663684520188,0.375,1.0,1.0,98046389.909901,0.0,149181.4492753623
402,184542.8266033254,186487.34171428572,100.0,21750.0,164780.9323943662,234165.11764705883,157126.5641025641,119685.0,181350.13383297645,175577.40535714285,5,1954,1954,210409.76923076922,158253.41379310345,162571.525,154227.5994020927,0.0,142607.9657142857,180408.88663967612,147645.2036659878,138407.84879032258,178833.80857427718,163227.12113055182,164336.6226993865,0.0,180767.4566353187,988.0,988.0,1,210189.34168157424,1,120645.61538461539,988.0,0.0,988.0,0,0,1,0,2,1,137829.42190305208,4,179417.96038647342,0,141457.3271719039,199984.02095808383,1954,202389.72727272726,2,520.0,183517.74474474473,183679.7400793651,114565.50877192983,0.0,0.0,0.0,169911.19131334024,172175.2729257642,113000.0,54,54,54,0.0,2496.0,1.0,25,25727744320.463387,137829.42190305208,0.004597701149425287,0.5,1.0,0.0,95429227.26726726,0.0,137734.45185185186
403,226907.44545454546,186487.34171428572,80.0,9200.0,164780.9323943662,176195.9910802775,301051.85185185185,180586.07395833332,181350.13383297645,198683.2117647059,5,1998,1998,168565.13856812933,212808.1829573935,213207.11253196932,198588.55855855855,473.0,227315.58967391305,180408.88663967612,221144.673553719,200197.4252631579,178833.80857427718,163227.12113055182,231619.0253968254,986.0,180767.4566353187,484.0,1470.0,1,153608.66666666666,1,182855.23639960436,1470.0,1160.0,2630.0,1,0,2,1,4,1,208817.12362030905,8,179417.96038647342,1,199190.8354978355,199984.02095808383,1998,230367.66015625,3,696.0,183517.74474474473,183679.7400793651,181506.49709302327,0.0,66.0,0.0,169911.19131334024,172175.2729257642,315000.0,10,10,10,66.0,4862.0,3.5,40,41009752448.91211,208817.12362030905,0.008695652173913044,0.5,1.0,1.0,127728350.34234233,66.0,213955.61983471076
404,183683.23741007195,187454.12826333713,72.0,9000.0,162774.52192362092,177298.7721893491,143620.25294117647,180875.02087682672,180903.52580645162,174205.26573426573,5,1956,1956,168495.4235560589,138940.7142857143,139582.17532467534,199949.1036585366,74.0,141400.48057553958,180297.35699588477,146631.36652542374,199793.56050955414,179980.99899699097,164921.8512064343,145172.54901960783,616.0,180764.27979274612,580.0,1196.0,1,153712.65384615384,1,120121.48101265823,1196.0,0.0,1196.0,1,0,1,0,2,1,138250.20714285714,6,179131.57375478928,1,222446.65853658537,199104.21984732823,1956,200308.2469512195,1,297.0,183788.4348697395,183837.3174129353,182345.1261083744,0.0,44.0,0.0,169357.070030896,171699.16339869282,139000.0,52,52,52,44.0,2733.0,2.0,30,25494132925.717728,138250.20714285714,0.008,0.3333333333333333,1.0,1.0,54585165.15631263,44.0,137711.3023255814
405,232912.70967741936,119668.72781065089,60.0,3378.0,162774.52192362092,215148.6857142857,118964.34523809524,180875.02087682672,180903.52580645162,204254.3969230769,8,1946,1992,168495.4235560589,157910.87272727274,161375.2894736842,152810.35661218426,0.0,141400.48057553958,164029.203539823,146631.36652542374,138549.28942115768,179980.99899699097,164921.8512064343,168124.03746397694,0.0,180764.27979274612,651.0,651.0,1,153712.65384615384,1,182982.32011892964,707.0,682.0,1389.0,0,0,1,1,3,1,138250.20714285714,6,179131.57375478928,2,222446.65853658537,131046.31907894737,1947,138552.94396551725,1,240.0,183788.4348697395,183837.3174129353,132272.91666666666,0.0,0.0,126.0,169357.070030896,171699.16339869282,135000.0,63,17,62,0.0,2280.0,1.5,56,23193808208.95397,138250.20714285714,0.017761989342806393,0.5,1.0,1.0,44109224.368737474,126.0,128092.30769230769
406,186861.64938271604,189218.55922551252,77.0,8593.0,202476.10875331564,179619.6673306773,143446.51234567902,183108.3451143451,183215.04731182795,176660.770609319,6,1957,1957,216283.6037735849,152564.15789473685,153377.8719512195,155194.31659056316,0.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,147238.2626262626,288.0,182623.3105590062,619.0,907.0,1,214428.42477876105,1,184637.5371819961,907.0,0.0,907.0,0,0,1,0,3,1,138563.32072072072,5,182083.1247582205,0,142411.0936936937,130702.21403508772,1964,140401.31453362256,1,352.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,0.0,0.0,170718.5841995842,173010.02195389682,109008.0,51,51,44,0.0,2166.0,1.0,24,26130075465.97742,138563.32072072072,0.00896078203188642,0.6,1.0,0.0,65240698.01188119,0.0,138647.26890756303
407,182418.6891566265,187622.19817767653,64.0,6762.0,163446.12016574584,177413.43873517786,198935.85714285713,180547.00310237848,181172.9493534483,175402.9982078853,5,2007,2007,169200.16933638445,210547.68274111676,211422.01302083334,196705.20833333334,108.0,227440.1151685393,181010.90194075587,221534.43326488708,198171.35897435897,179594.289,163367.66666666666,231276.74683544305,664.0,181357.03958333333,544.0,1208.0,1,208943.3315602837,1,182532.71540726203,1208.0,0.0,1208.0,1,0,2,0,2,1,206967.4105504587,6,180509.29332042593,0,141358.1062618596,198523.3097744361,2007,198149.3944099379,2,628.0,183698.4262948207,183826.90198019802,182820.0983284169,105.0,54.0,0.0,280473.0,276882.3711340206,195400.0,0,0,0,159.0,3203.0,3.0,35,41169140384.16669,206967.4105504587,0.009464655427388346,0.3333333333333333,1.0,0.0,115362611.7131474,54.0,242226.0606060606
408,180351.13170731708,186581.87727272726,130.0,11457.0,200618.48888888888,176475.13129318855,239097.39130434784,180391.6176165803,181100.960554371,171701.8237410072,5,1988,1988,168847.41216216216,157514.8502994012,159788.83116883118,153548.4009009009,0.0,142847.1985915493,179981.34489795918,145839.28274428274,198896.22826086957,179473.92152917504,188052.94186046513,232667.3046357616,1005.0,180954.4012605042,387.0,1392.0,1,137957.70347003156,1,181595.61040235526,1412.0,0.0,1412.0,1,0,2,0,3,1,207212.8132118451,6,179233.31502890174,1,198566.82905982906,197813.3990895296,1988,139109.56382978722,2,576.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,169.0,168001.2685185185,169846.30032292788,175000.0,21,21,21,0.0,3380.0,3.0,30,25709830917.412903,207212.8132118451,0.011346774897442612,0.5,1.0,1.0,105316069.01898101,169.0,180454.34782608695
409,140927.3404255319,121280.30674846626,21.0,1680.0,165578.17422096318,179619.6673306773,105958.33333333333,183108.3451143451,134872.72727272726,205816.31024096385,5,1971,1971,170250.50286368842,157512.12154696134,159891.22891566265,198827.07826086957,232.0,143121.05547445256,182573.24458204335,147910.58860759492,138749.6673427992,181456.6616766467,164924.63710777627,156864.84375,387.0,182623.3105590062,96.0,483.0,1,140173.59270516716,1,184637.5371819961,483.0,504.0,987.0,0,0,1,1,2,1,138563.32072072072,4,182083.1247582205,0,142411.0936936937,130702.21403508772,1971,140401.31453362256,1,264.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,0.0,0.0,137095.3125,139510.97530864197,85400.0,37,37,37,0.0,1734.0,1.5,30,26130075465.97742,138563.32072072072,0.0125,0.5,1.0,0.0,48930523.508910894,0.0,149181.4492753623
410,140138.22222222222,123434.05454545455,60.0,5586.0,202487.78151260506,142096.2142857143,120913.04705882353,143625.3,181172.9493534483,139073.05263157896,7,1920,1998,169200.16933638445,149435.41420118342,150211.35542168675,154851.22652757078,0.0,143700.55211267606,181010.90194075587,126847.02752293578,138746.25702811245,179594.289,163367.66666666666,168186.92523364487,0.0,181357.03958333333,901.0,901.0,1,156052.79005524862,1,182532.71540726203,1088.0,110.0,1198.0,0,0,1,0,4,1,139980.8272251309,7,180509.29332042593,0,141358.1062618596,103261.86440677966,0,103261.86440677966,0,0.0,103261.86440677966,103261.86440677966,113202.11940298507,0.0,98.0,0.0,177922.95652173914,136987.34722222222,79900.0,88,10,2008,98.0,2197.0,1.0,42,26011366547.300083,139980.8272251309,0.010741138560687433,0.5714285714285714,0.0,0.0,0.0,98.0,120394.71428571429
411,136690.26086956522,119668.72781065089,24.0,1920.0,162774.52192362092,177298.7721893491,104890.0,180875.02087682672,182706.93406593407,204254.3969230769,5,1971,1971,168495.4235560589,157910.87272727274,161375.2894736842,199949.1036585366,376.0,141400.48057553958,180297.35699588477,146631.36652542374,138549.28942115768,179980.99899699097,164921.8512064343,155425.46583850932,471.0,180764.27979274612,294.0,765.0,1,209531.73483535528,1,182982.32011892964,765.0,600.0,1365.0,1,0,1,1,2,1,138250.20714285714,6,145083.33333333334,0,141033.6074074074,131046.31907894737,1971,138552.94396551725,2,440.0,183788.4348697395,183837.3174129353,182345.1261083744,240.0,36.0,0.0,169357.070030896,171699.16339869282,122500.0,36,36,36,276.0,2846.0,2.5,25,25494132925.717728,138250.20714285714,0.0125,0.3333333333333333,1.0,0.0,80866911.34268537,36.0,149769.74264705883
412,231840.2894736842,189218.55922551252,100.0,10839.0,202476.10875331564,179619.6673306773,186005.5,183108.3451143451,183215.04731182795,205816.31024096385,5,1997,1998,170250.50286368842,213496.89108910892,214202.43654822334,155194.31659056316,0.0,143121.05547445256,182573.24458204335,222195.38356164383,200477.1480686695,181456.6616766467,164924.63710777627,168417.003058104,0.0,182623.3105590062,926.0,926.0,1,214428.42477876105,1,184637.5371819961,926.0,678.0,1604.0,0,0,2,1,3,1,138563.32072072072,7,182083.1247582205,1,198659.1814159292,200127.7132243685,1997,234133.68864468863,2,470.0,185342.89207920793,185399.1850393701,184424.91788856304,0.0,36.0,0.0,170718.5841995842,173010.02195389682,181000.0,11,10,11,36.0,3036.0,2.5,30,26130075465.97742,138563.32072072072,0.009225943352707815,0.42857142857142855,1.0,1.0,87111159.27722773,36.0,220543.02521008404
413,120440.0,123434.05454545455,21.0,1890.0,163446.12016574584,177413.43873517786,100862.5,180547.00310237848,140227.77777777778,138426.4,7,1972,1972,169200.16933638445,245770.3488372093,248786.93181818182,154851.22652757078,0.0,143700.55211267606,158872.22727272726,147345.293877551,198171.35897435897,179594.289,204112.19298245615,155933.1005586592,495.0,181357.03958333333,135.0,630.0,1,156052.79005524862,1,182532.71540726203,630.0,0.0,630.0,1,0,1,0,1,1,139980.8272251309,3,180509.29332042593,0,141358.1062618596,103261.86440677966,0,103261.86440677966,0,0.0,103261.86440677966,103261.86440677966,182820.0983284169,88.0,0.0,0.0,168604.8875,170516.6917211329,81000.0,36,36,2008,88.0,1348.0,2.0,28,22830026774.46146,139980.8272251309,0.011111111111111112,0.3333333333333333,0.0,0.0,0.0,0.0,150193.06493506493
414,232912.70967741936,187454.12826333713,43.0,10667.0,214858.15151515152,177298.7721893491,195407.38709677418,211403.84615384616,180903.52580645162,204254.3969230769,6,1996,1996,168495.4235560589,212695.64160401002,213439.568877551,152810.35661218426,0.0,226537.26809651474,180297.35699588477,220567.05432595575,199793.56050955414,179980.99899699097,205656.0559006211,233085.95,385.0,206825.0,70.0,799.0,1,209531.73483535528,1,182982.32011892964,827.0,834.0,1661.0,1,0,2,1,3,1,207176.38,6,179131.57375478928,1,198446.0720338983,199104.21984732823,1996,200308.2469512195,2,550.0,183788.4348697395,183837.3174129353,182345.1261083744,158.0,61.0,0.0,148793.57894736843,171699.16339869282,212000.0,13,13,13,219.0,3229.0,3.5,42,40844070698.869774,207176.38,0.004031124027374144,0.5,1.0,1.0,101083639.17835672,61.0,217082.64957264956
415,139552.4537815126,121070.9540229885,40.0,4400.0,163205.44937586685,176475.13129318855,120932.51162790698,180391.6176165803,181100.960554371,139705.936,8,1920,1950,168847.41216216216,127486.5294117647,132871.31578947368,153548.4009009009,0.0,142847.1985915493,179981.34489795918,128520.08620689655,119127.53571428571,179473.92152917504,163078.9304229195,168276.95718654434,0.0,180954.4012605042,648.0,648.0,1,137957.70347003156,1,126458.61764705883,734.0,384.0,1118.0,0,0,1,0,2,1,138572.7704347826,6,179233.31502890174,0,141214.7731568998,130567.69078947368,1990,139109.56382978722,2,440.0,182840.3976023976,182824.1293188549,181552.99216454456,0.0,0.0,0.0,168001.2685185185,169846.30032292788,116000.0,86,56,16,0.0,2206.0,1.0,48,25709830917.412903,138572.7704347826,0.00909090909090909,0.3333333333333333,1.0,0.0,80449774.94505495,0.0,128004.6052631579
